date,open,high,low,close,volume,CDL_DOJI_10_0.1
09-02-2025 18:30,96059.94,96281.45,96050.34,96252.16,56.59708,0.0
09-02-2025 18:45,96252.16,96252.17,96151.63,96212.0,38.02346,0.0
09-02-2025 19:00,96212.0,96273.63,96132.07,96228.1,45.3106,0.0
09-02-2025 19:15,96228.11,96228.11,96025.0,96051.95,64.58086,0.0
09-02-2025 19:30,96051.95,96135.52,95888.88,95985.04,132.26361,0.0
09-02-2025 19:45,95985.05,96072.17,95914.47,96064.74,49.95112,0.0
09-02-2025 20:00,96064.73,96216.3,96048.81,96201.01,51.49741,0.0
09-02-2025 20:15,96201.0,96610.66,96127.16,96505.62,123.10951,0.0
09-02-2025 20:30,96505.62,96760.0,96396.22,96454.22,135.42967,0.0
09-02-2025 20:45,96454.22,96454.22,96233.47,96322.24,75.89613,0.0
09-02-2025 21:00,96322.23,96331.81,96184.08,96239.83,41.08997,0.0
09-02-2025 21:15,96239.83,96257.8,95944.44,95956.82,93.56261,0.0
09-02-2025 21:30,95956.81,95989.45,95000.0,95036.26,1046.01332,0.0
09-02-2025 21:45,95036.26,95292.69,94713.0,95173.78,889.56114,0.0
09-02-2025 22:00,95173.79,95527.79,94779.19,95436.7,454.37195,0.0
09-02-2025 22:15,95436.69,95727.78,95282.44,95727.77,214.32708,0.0
09-02-2025 22:30,95727.77,96464.77,95465.69,96400.01,356.52851,0.0
09-02-2025 22:45,96400.01,96400.01,95538.12,95831.64,330.83061,0.0
09-02-2025 23:00,95830.19,96159.95,95722.22,96086.43,227.8306,0.0
09-02-2025 23:15,96086.43,96156.1,95988.23,96062.01,62.34726,100.0
09-02-2025 23:30,96062.0,96374.07,96056.6,96320.01,137.83539,0.0
09-02-2025 23:45,96320.01,96572.85,96285.94,96462.75,155.16278,0.0
10-02-2025 00:00,96462.75,97095.52,96452.09,96946.65,428.0346,0.0
10-02-2025 00:15,96946.65,97131.47,96716.0,96719.99,210.77847,0.0
10-02-2025 00:30,96719.99,96944.45,96619.47,96792.45,124.91743,0.0
10-02-2025 00:45,96792.44,96911.97,96706.59,96717.98,92.11977,0.0
10-02-2025 01:00,96717.99,96833.34,96443.5,96474.01,187.99765,0.0
10-02-2025 01:15,96474.01,96500.0,96126.47,96200.0,148.74793,0.0
10-02-2025 01:30,96200.0,96375.5,95458.27,95546.09,331.20018,0.0
10-02-2025 01:45,95546.1,95880.0,95256.0,95576.0,459.53717,100.0
10-02-2025 02:00,95576.0,95770.49,95419.47,95498.46,384.18334,0.0
10-02-2025 02:15,95498.46,95755.99,95471.56,95591.43,208.00649,0.0
10-02-2025 02:30,95591.42,96037.6,95517.18,95950.01,287.93726,0.0
10-02-2025 02:45,95950.01,96070.36,95697.67,95798.82,162.14684,0.0
10-02-2025 03:00,95798.83,96075.49,95762.0,96007.41,176.05161,0.0
10-02-2025 03:15,96007.41,96443.86,95954.67,96382.14,252.50511,0.0
10-02-2025 03:30,96382.14,97098.35,96382.13,96996.97,712.92327,0.0
10-02-2025 03:45,96996.98,97074.38,96632.0,96814.98,274.88295,0.0
10-02-2025 04:00,96814.97,96995.69,96632.81,96874.18,161.17236,0.0
10-02-2025 04:15,96874.19,97064.08,96833.33,97034.77,150.03212,0.0
