date,open,high,low,close,volume,CDL_DOJI_10_0.1
22-09-2023 00:00,26568.08,26743.38,26468.77,26580.14,18198.2292,0.0
23-09-2023 00:00,26580.14,26632.81,26509.0,26575.96,9440.7026,0.0
24-09-2023 00:00,26575.97,26738.54,26122.08,26248.38,15706.65771,0.0
25-09-2023 00:00,26248.39,26446.15,25990.46,26304.81,26266.2039,0.0
26-09-2023 00:00,26304.8,26397.46,26088.34,26221.67,18495.35066,0.0
27-09-2023 00:00,26221.68,26850.0,26112.06,26372.99,34771.57978,0.0
28-09-2023 00:00,26373.0,27308.48,26342.4,27021.39,44517.83491,0.0
29-09-2023 00:00,27021.39,27244.89,26665.16,26906.96,28478.76219,0.0
30-09-2023 00:00,26906.96,27094.99,26886.31,26962.56,12804.62307,0.0
01-10-2023 00:00,26962.57,28065.51,26954.09,27992.57,24602.81468,0.0
02-10-2023 00:00,27992.58,28580.0,27281.44,27494.51,57071.14241,0.0
03-10-2023 00:00,27494.51,27676.52,27160.5,27426.46,28928.96555,0.0
04-10-2023 00:00,27426.45,27839.72,27202.0,27778.57,29816.142,0.0
05-10-2023 00:00,27778.57,28120.39,27352.0,27410.39,30681.49619,0.0
06-10-2023 00:00,27410.39,28295.0,27175.94,27931.09,37983.24277,0.0
07-10-2023 00:00,27931.1,28029.67,27842.08,27956.67,13348.83825,100.0
08-10-2023 00:00,27956.67,28095.14,27687.5,27917.05,19693.56921,100.0
09-10-2023 00:00,27917.06,27987.93,27260.0,27590.12,31534.74639,0.0
10-10-2023 00:00,27590.12,27735.0,27298.0,27390.12,22776.84383,0.0
11-10-2023 00:00,27390.12,27477.39,26538.66,26875.52,37349.44706,0.0
12-10-2023 00:00,26875.52,26947.04,26555.0,26759.63,23428.64112,0.0
13-10-2023 00:00,26759.63,27130.0,26685.0,26862.0,24115.76499,0.0
14-10-2023 00:00,26862.0,26989.58,26789.0,26852.48,10417.25576,100.0
15-10-2023 00:00,26852.48,27293.33,26808.25,27154.15,15274.6917,0.0
16-10-2023 00:00,27154.14,30000.0,27112.66,28500.78,78399.22445,0.0
17-10-2023 00:00,28500.77,28613.65,28069.32,28395.91,38428.44532,0.0
18-10-2023 00:00,28395.91,28982.36,28142.87,28320.0,32162.47591,100.0
19-10-2023 00:00,28320.0,28916.89,28100.66,28713.71,35895.50179,0.0
20-10-2023 00:00,28713.71,30207.55,28578.29,29669.04,59422.0992,0.0
21-10-2023 00:00,29669.05,30379.99,29464.77,29909.8,27517.51897,0.0
22-10-2023 00:00,29909.8,30248.0,29640.0,29992.46,22852.54563,100.0
23-10-2023 00:00,29992.46,34741.91,29883.6,33069.99,93513.64246,0.0
24-10-2023 00:00,33069.99,35280.0,32832.34,33922.73,115265.02418,0.0
25-10-2023 00:00,33922.73,35132.85,33679.05,34496.05,54887.02529,0.0
26-10-2023 00:00,34496.05,34824.13,33751.0,34151.66,39744.66255,0.0
27-10-2023 00:00,34151.66,34245.0,33390.95,33892.02,32330.40106,0.0
28-10-2023 00:00,33892.01,34493.33,33860.0,34081.0,16880.13144,0.0
29-10-2023 00:00,34081.01,34750.11,33930.0,34525.89,20685.52176,0.0
30-10-2023 00:00,34525.88,34856.0,34062.84,34474.73,33657.95976,100.0
31-10-2023 00:00,34474.74,34720.49,34025.0,34639.77,32737.89822,0.0
01-11-2023 00:00,34639.78,35582.0,34097.39,35421.43,53473.28165,0.0
02-11-2023 00:00,35421.43,35984.99,34300.0,34941.59,48015.57732,0.0
03-11-2023 00:00,34941.58,34946.5,34120.0,34716.78,39071.20644,0.0
04-11-2023 00:00,34716.78,35255.0,34585.18,35062.07,18377.55545,0.0
05-11-2023 00:00,35062.06,35380.0,34448.0,35011.88,24528.73376,100.0
06-11-2023 00:00,35011.89,35276.33,34725.9,35046.09,22346.47086,100.0
07-11-2023 00:00,35046.09,35888.0,34523.06,35399.12,38688.73692,0.0
08-11-2023 00:00,35399.13,36106.0,35100.0,35624.72,33401.34137,0.0
09-11-2023 00:00,35624.72,37972.24,35534.05,36701.09,82537.88885,0.0
10-11-2023 00:00,36701.1,37526.0,36324.71,37301.63,43414.04898,0.0
11-11-2023 00:00,37301.63,37408.26,36666.93,37130.0,22984.97235,0.0
12-11-2023 00:00,37129.99,37222.22,36731.1,37064.13,17687.18874,100.0
13-11-2023 00:00,37064.13,37417.99,36333.0,36462.93,32798.18252,0.0
14-11-2023 00:00,36462.93,36744.0,34800.0,35551.19,45503.68416,0.0
15-11-2023 00:00,35551.2,37980.0,35360.0,37858.2,53569.13385,0.0
16-11-2023 00:00,37858.2,37929.54,35500.0,36163.51,47490.39566,0.0
17-11-2023 00:00,36163.51,36800.0,35861.1,36613.92,38283.61112,0.0
18-11-2023 00:00,36613.91,36845.49,36178.58,36568.1,17102.24186,100.0
19-11-2023 00:00,36568.11,37500.0,36384.02,37359.86,21246.34648,0.0
20-11-2023 00:00,37359.85,37750.0,36677.0,37448.78,36022.70291,100.0
21-11-2023 00:00,37448.79,37649.44,35735.0,35741.65,47646.54804,0.0
22-11-2023 00:00,35741.65,37861.1,35632.01,37408.34,45051.30697,0.0
23-11-2023 00:00,37408.35,37653.44,36870.0,37294.28,23827.92882,100.0
24-11-2023 00:00,37294.27,38414.0,37251.51,37713.57,44680.80646,0.0
25-11-2023 00:00,37713.57,37888.0,37591.1,37780.67,11396.14464,100.0
26-11-2023 00:00,37780.67,37814.63,37150.0,37447.43,21264.53723,0.0
27-11-2023 00:00,37447.42,37569.23,36707.0,37242.7,30001.07376,0.0
28-11-2023 00:00,37242.7,38377.0,36868.41,37818.87,37544.46667,0.0
29-11-2023 00:00,37818.88,38450.0,37570.0,37854.64,32994.19107,100.0
30-11-2023 00:00,37854.65,38145.85,37500.0,37723.96,24740.29147,0.0
01-12-2023 00:00,37723.97,38999.0,37615.86,38682.52,43415.66324,0.0
02-12-2023 00:00,38682.51,39717.14,38641.61,39450.35,26696.92161,0.0
03-12-2023 00:00,39450.35,40250.0,39274.86,39972.26,26710.65335,0.0
04-12-2023 00:00,39972.26,42420.0,39972.26,41991.1,79272.33059,0.0
05-12-2023 00:00,41991.1,44488.0,41414.0,44073.32,67490.74644,0.0
06-12-2023 00:00,44073.82,44297.21,43335.28,43762.69,51431.10492,0.0
07-12-2023 00:00,43762.69,44047.33,42821.1,43273.14,47103.26845,0.0
08-12-2023 00:00,43273.15,44700.0,43081.1,44170.99,42900.37556,0.0
09-12-2023 00:00,44171.0,44358.02,43584.51,43713.6,24925.97008,0.0
10-12-2023 00:00,43713.59,44049.0,43563.0,43789.51,18956.61758,100.0
11-12-2023 00:00,43789.5,43804.5,40222.0,41253.4,76663.89804,0.0
12-12-2023 00:00,41253.41,42104.12,40680.0,41492.39,42722.69773,0.0
13-12-2023 00:00,41492.38,43475.2,40555.0,42869.03,45865.99773,0.0
14-12-2023 00:00,42869.03,43420.0,41400.0,43022.26,42047.05709,100.0
15-12-2023 00:00,43022.26,43080.81,41666.0,41940.3,33421.7932,0.0
16-12-2023 00:00,41940.29,42724.43,41605.0,42278.03,24118.85747,0.0
17-12-2023 00:00,42278.02,42424.07,41252.0,41374.65,27722.11452,0.0
18-12-2023 00:00,41374.64,42757.81,40542.93,42657.8,46734.0925,0.0
19-12-2023 00:00,42657.8,43497.0,41811.1,42275.99,40927.86444,0.0
20-12-2023 00:00,42275.99,44283.0,42206.0,43668.93,48710.2947,0.0
21-12-2023 00:00,43668.92,44242.35,43286.72,43861.8,34624.29384,0.0
22-12-2023 00:00,43861.79,44398.26,43412.54,43969.04,32783.19638,100.0
23-12-2023 00:00,43969.04,43988.68,43291.1,43702.16,16557.1293,0.0
24-12-2023 00:00,43702.15,43946.0,42500.0,42991.5,25144.33496,0.0
25-12-2023 00:00,42991.5,43802.32,42720.43,43576.13,27021.23992,0.0
26-12-2023 00:00,43576.12,43592.68,41637.6,42508.93,41010.04282,0.0
