date,open,high,low,close,volume,CDL_DOJI_10_0.1
01-02-2025 05:00,102316.15,102316.16,102235.29,102292.7,20.75754,0.0
01-02-2025 05:05,102292.69,102375.61,102292.69,102367.64,20.59598,0.0
01-02-2025 05:10,102367.64,102382.25,102335.34,102352.4,49.14381,0.0
01-02-2025 05:15,102352.39,102458.41,102348.0,102458.41,16.10838,0.0
01-02-2025 05:20,102458.41,102465.97,102412.0,102465.96,17.62713,0.0
01-02-2025 05:25,102465.96,102479.48,102450.0,102479.47,11.6284,0.0
01-02-2025 05:30,102479.47,102505.77,102437.11,102455.49,18.27174,0.0
01-02-2025 05:35,102455.49,102549.39,102455.49,102549.39,17.20692,0.0
01-02-2025 05:40,102549.38,102588.57,102549.01,102549.01,19.93799,0.0
01-02-2025 05:45,102549.02,102551.56,102496.22,102551.56,24.82839,100.0
01-02-2025 05:50,102551.55,102551.56,102481.5,102491.72,29.99432,0.0
01-02-2025 05:55,102491.72,102500.0,102491.01,102500.0,8.58437,0.0
01-02-2025 06:00,102500.0,102500.0,102451.08,102451.08,11.88105,0.0
01-02-2025 06:05,102451.08,102577.12,102451.08,102478.28,31.09056,0.0
01-02-2025 06:10,102478.28,102478.29,102429.59,102429.6,8.65555,0.0
01-02-2025 06:15,102429.59,102429.59,102387.53,102388.0,20.84746,0.0
01-02-2025 06:20,102387.99,102388.0,102313.72,102339.99,17.74069,0.0
01-02-2025 06:25,102340.0,102388.0,102339.99,102354.9,13.89792,0.0
01-02-2025 06:30,102354.89,102446.14,102346.81,102346.81,25.1059,0.0
01-02-2025 06:35,102346.82,102373.33,102312.22,102324.71,13.16518,0.0
01-02-2025 06:40,102324.72,102327.31,102250.0,102294.07,22.53348,0.0
01-02-2025 06:45,102294.07,102294.08,102184.46,102280.48,31.13442,0.0
01-02-2025 06:50,102280.47,102400.71,102280.47,102389.76,15.83187,0.0
01-02-2025 06:55,102389.76,102402.91,102379.82,102402.91,20.08675,0.0
01-02-2025 07:00,102402.91,102454.1,102369.26,102447.88,20.01966,0.0
01-02-2025 07:05,102447.87,102476.45,102440.0,102476.44,18.612,0.0
01-02-2025 07:10,102476.44,102494.69,102443.36,102443.36,14.32739,0.0
01-02-2025 07:15,102443.36,102443.37,102338.31,102348.91,36.9056,0.0
